transaction_id,account_id,customer_id,timestamp_utc,direction,amount,currency,counterparty_id,counterparty_country,rail,status,device_id
T003291,A0105,C0105,2026-01-04T15:00:00+00:00,outbound,2448.65,USD,CP0134,US,card,settled,D0053
T002656,A0084,C0084,2026-01-04T16:00:00+00:00,outbound,878.71,GBP,CP0089,US,p2p,settled,D0034
T003449,A0109,C0109,2026-01-04T19:00:00+00:00,outbound,1528.89,USD,CP0144,BR,card,settled,D0002
T001764,A0053,C0053,2026-01-04T20:00:00+00:00,outbound,494.03,USD,CP0140,US,card,failed,D0036
T001250,A0037,C0037,2026-01-04T22:00:00+00:00,outbound,1033.3,USD,CP0060,MX,ach,settled,D0047
T001930,A0059,C0059,2026-01-05T00:00:00+00:00,inbound,706.68,CAD,CP0075,CA,ach,reversed,D0011
T002745,A0088,C0088,2026-01-05T00:00:00+00:00,outbound,2910.06,USD,CP0026,US,card,settled,D0045
T002462,A0076,C0076,2026-01-05T01:00:00+00:00,inbound,519.02,USD,CP0099,US,ach,settled,D0001
T003041,A0096,C0096,2026-01-05T01:00:00+00:00,inbound,718.63,USD,CP0038,US,payout,failed,D0036
T003455,A0110,C0110,2026-01-05T01:00:00+00:00,inbound,919.79,USD,CP0037,CA,card,settled,D0003
T003683,A0116,C0116,2026-01-05T02:00:00+00:00,inbound,215.03,USD,CP0044,US,card,settled,D0011
T003390,A0108,C0108,2026-01-05T03:00:00+00:00,inbound,1067.07,USD,CP0107,US,ach,settled,D0002
T001525,A0045,C0045,2026-01-05T03:00:00+00:00,outbound,1978.92,GBP,CP0053,MX,p2p,settled,D0045
T003305,A0106,C0106,2026-01-05T04:00:00+00:00,inbound,1882.24,GBP,CP0096,US,card,pending,D0022
T000537,A0015,C0015,2026-01-05T08:00:00+00:00,inbound,549.61,USD,CP0052,CA,ach,pending,D0034
T003465,A0110,C0110,2026-01-05T09:00:00+00:00,inbound,2040.56,USD,CP0002,US,card,settled,D0040
T002398,A0074,C0074,2026-01-05T12:00:00+00:00,inbound,809.88,USD,CP0109,US,wire,settled,D0019
T001695,A0051,C0051,2026-01-05T13:00:00+00:00,inbound,71.43,USD,CP0127,US,ach,settled,D0051
T002104,A0065,C0065,2026-01-05T16:00:00+00:00,outbound,8115.6,USD,CP0138,US,card,settled,D0026
T003691,A0116,C0116,2026-01-05T17:00:00+00:00,outbound,974.55,USD,CP0127,CA,card,settled,D0025
T000029,A0001,C0001,2026-01-05T19:00:00+00:00,inbound,1802.06,USD,CP0128,BR,ach,settled,D0022
T003283,A0105,C0105,2026-01-05T19:00:00+00:00,inbound,799.33,USD,CP0018,GB,p2p,settled,D0046
T000769,A0022,C0022,2026-01-05T19:00:00+00:00,outbound,1568.13,USD,CP0032,US,card,settled,D0010
T000867,A0027,C0027,2026-01-05T20:00:00+00:00,inbound,10705.78,USD,CP0009,US,payout,settled,D0016
T000432,A0012,C0012,2026-01-05T21:00:00+00:00,outbound,726.86,USD,CP0049,US,card,settled,D0035
T003801,A0120,C0120,2026-01-05T21:00:00+00:00,inbound,1025.13,USD,CP0052,GB,ach,settled,D0027
T000346,A0011,C0011,2026-01-05T23:00:00+00:00,inbound,1256.17,USD,CP0124,GB,card,pending,D0017
T002806,A0090,C0090,2026-01-06T01:00:00+00:00,outbound,406.89,USD,CP0112,BR,payout,settled,D0011
T002204,A0068,C0068,2026-01-06T01:00:00+00:00,outbound,1310.19,USD,CP0039,US,p2p,settled,D0008
T003359,A0107,C0107,2026-01-06T02:00:00+00:00,outbound,133.97,USD,CP0122,US,p2p,settled,D0033
T002463,A0076,C0076,2026-01-06T05:00:00+00:00,inbound,3002.14,USD,CP0088,BR,ach,settled,D0053
T002217,A0069,C0069,2026-01-06T05:00:00+00:00,inbound,1061.76,USD,CP0001,GB,ach,settled,D0028
T002306,A0072,C0072,2026-01-06T06:00:00+00:00,outbound,590.76,USD,CP0013,BR,card,reversed,D0051
T003533,A0111,C0111,2026-01-06T07:00:00+00:00,outbound,1758.32,USD,CP0143,US,card,settled,D0026
T001835,A0056,C0056,2026-01-06T07:00:00+00:00,inbound,1841.57,USD,CP0120,PA,ach,settled,D0038
T000691,A0020,C0020,2026-01-06T08:00:00+00:00,inbound,1803.44,USD,CP0094,US,p2p,settled,D0052
T001826,A0055,C0055,2026-01-06T10:00:00+00:00,outbound,2944.21,USD,CP0108,PA,ach,settled,D0020
T000187,A0005,C0005,2026-01-06T12:00:00+00:00,inbound,485.8,USD,CP0125,PA,p2p,settled,D0029
T001089,A0033,C0033,2026-01-06T13:00:00+00:00,outbound,1228.51,GBP,CP0007,MX,card,settled,D0032
T003060,A0097,C0097,2026-01-06T14:00:00+00:00,outbound,1474.82,USD,CP0025,US,card,settled,D0012
T000267,A0007,C0007,2026-01-06T14:00:00+00:00,inbound,1103.79,USD,CP0130,CA,ach,settled,D0051
T002152,A0065,C0065,2026-01-06T14:00:00+00:00,outbound,11511.92,GBP,CP0100,CA,wire,settled,D0011
T002085,A0064,C0064,2026-01-06T15:00:00+00:00,inbound,153.26,USD,CP0106,GB,wire,settled,D0004
T001267,A0038,C0038,2026-01-06T16:00:00+00:00,inbound,461.65,USD,CP0144,US,p2p,settled,D0007
T002481,A0077,C0077,2026-01-06T16:00:00+00:00,outbound,1010.53,USD,CP0033,PA,ach,settled,D0025
T000779,A0023,C0023,2026-01-06T16:00:00+00:00,outbound,414.84,USD,CP0094,US,card,settled,D0049
T003599,A0113,C0113,2026-01-06T17:00:00+00:00,outbound,1649.87,USD,CP0090,GB,card,settled,D0052
T000508,A0014,C0014,2026-01-06T18:00:00+00:00,outbound,1567.78,USD,CP0048,US,card,pending,D0054
T003628,A0114,C0114,2026-01-06T20:00:00+00:00,inbound,1016.41,USD,CP0108,US,card,settled,D0006
T002160,A0066,C0066,2026-01-06T21:00:00+00:00,outbound,1051.45,USD,CP0012,MX,card,settled,D0049
T000814,A0024,C0024,2026-01-06T22:00:00+00:00,inbound,440.97,USD,CP0001,CA,card,failed,D0048
T000290,A0008,C0008,2026-01-06T22:00:00+00:00,outbound,2854.55,USD,CP0067,US,payout,settled,D0031
T002223,A0069,C0069,2026-01-06T23:00:00+00:00,outbound,1583.54,USD,CP0091,US,card,settled,D0051
T000106,A0003,C0003,2026-01-07T02:00:00+00:00,inbound,1227.79,USD,CP0148,BR,card,settled,D0009
T000801,A0023,C0023,2026-01-07T06:00:00+00:00,outbound,575.33,USD,CP0095,BR,ach,settled,D0036
T000739,A0022,C0022,2026-01-07T07:00:00+00:00,outbound,1030.06,GBP,CP0052,US,wire,settled,D0036
T001017,A0031,C0031,2026-01-07T07:00:00+00:00,inbound,1551.24,USD,CP0124,CA,p2p,settled,D0030
T002500,A0078,C0078,2026-01-07T11:00:00+00:00,outbound,1331.49,USD,CP0101,US,p2p,settled,D0054
T003768,A0119,C0119,2026-01-07T12:00:00+00:00,inbound,1478.62,USD,CP0144,US,ach,settled,D0049
T001694,A0051,C0051,2026-01-07T14:00:00+00:00,inbound,104.86,USD,CP0025,US,wire,settled,D0014
T003563,A0112,C0112,2026-01-07T15:00:00+00:00,inbound,705.97,USD,CP0088,MX,card,settled,D0013
T003471,A0110,C0110,2026-01-07T15:00:00+00:00,inbound,1272.92,USD,CP0027,US,card,settled,D0006
T000871,A0027,C0027,2026-01-07T16:00:00+00:00,outbound,1409.49,CAD,CP0067,US,payout,pending,D0012
T000643,A0019,C0019,2026-01-07T18:00:00+00:00,outbound,3501.81,USD,CP0116,GB,p2p,settled,D0039
T003724,A0117,C0117,2026-01-07T20:00:00+00:00,inbound,930.05,USD,CP0019,US,p2p,reversed,D0003
T002212,A0069,C0069,2026-01-07T20:00:00+00:00,inbound,934.97,USD,CP0074,US,ach,pending,D0009
T003586,A0113,C0113,2026-01-08T02:00:00+00:00,outbound,2631.52,GBP,CP0051,US,p2p,settled,D0043
T003262,A0104,C0104,2026-01-08T02:00:00+00:00,inbound,645.24,CAD,CP0078,US,p2p,settled,D0012
T000382,A0011,C0011,2026-01-08T02:00:00+00:00,inbound,1960.32,USD,CP0131,BR,card,pending,D0050
T003771,A0119,C0119,2026-01-08T07:00:00+00:00,outbound,1146.26,USD,CP0053,MX,payout,settled,D0010
T001665,A0050,C0050,2026-01-08T09:00:00+00:00,outbound,1245.77,USD,CP0137,US,card,settled,D0010
T001219,A0037,C0037,2026-01-08T09:00:00+00:00,outbound,2103.77,USD,CP-HIGH-RISK-HUB,US,card,settled,D0036
T002382,A0074,C0074,2026-01-08T09:00:00+00:00,outbound,1217.6,USD,CP0101,BR,card,settled,D0033
T003302,A0106,C0106,2026-01-08T11:00:00+00:00,outbound,2817.79,USD,CP0070,US,payout,settled,D0029
T002226,A0069,C0069,2026-01-08T13:00:00+00:00,inbound,1556.23,USD,CP0027,PA,card,settled,D0049
T002032,A0063,C0063,2026-01-08T13:00:00+00:00,outbound,184.62,USD,CP-HIGH-RISK-HUB,US,payout,chargeback,D0023
T003571,A0112,C0112,2026-01-08T16:00:00+00:00,inbound,320.54,USD,CP0059,MX,p2p,settled,D0022
T003169,A0101,C0101,2026-01-08T17:00:00+00:00,inbound,415.32,USD,CP0086,CA,p2p,settled,D0004
T001438,A0043,C0043,2026-01-08T18:00:00+00:00,outbound,976.06,USD,CP0116,GB,ach,settled,D0017
T002841,A0090,C0090,2026-01-08T18:00:00+00:00,outbound,212.05,USD,CP0122,US,ach,reversed,D0022
T000006,A0001,C0001,2026-01-08T19:00:00+00:00,outbound,1033.07,GBP,CP0098,CA,card,settled,D0007
T003006,A0095,C0095,2026-01-08T20:00:00+00:00,inbound,336.33,USD,CP0041,US,card,pending,D0030
T000722,A0021,C0021,2026-01-08T21:00:00+00:00,outbound,621.88,USD,CP0098,US,p2p,settled,D0023
T003804,A0120,C0120,2026-01-08T21:00:00+00:00,inbound,536.6,GBP,CP0074,US,p2p,settled,D0001
T002371,A0074,C0074,2026-01-08T21:00:00+00:00,inbound,1145.05,USD,CP0085,MX,p2p,settled,D0051
T002383,A0074,C0074,2026-01-08T23:00:00+00:00,outbound,1896.2,USD,CP0008,US,wire,settled,D0012
T001610,A0048,C0048,2026-01-09T01:00:00+00:00,inbound,9072.05,USD,CP0055,CA,ach,settled,D0029
T003256,A0104,C0104,2026-01-09T01:00:00+00:00,inbound,1741.2,USD,CP0103,US,p2p,settled,D0038
T000943,A0028,C0028,2026-01-09T02:00:00+00:00,outbound,1412.85,USD,CP0037,US,ach,settled,D0038
T001284,A0038,C0038,2026-01-09T03:00:00+00:00,inbound,714.74,USD,CP0095,US,ach,settled,D0018
T001068,A0032,C0032,2026-01-09T05:00:00+00:00,outbound,800.57,USD,CP0099,US,p2p,settled,D0021
T001208,A0037,C0037,2026-01-09T06:00:00+00:00,inbound,318.15,USD,CP0148,BR,p2p,settled,D0001
T000491,A0014,C0014,2026-01-09T07:00:00+00:00,outbound,996.81,GBP,CP0044,US,card,settled,D0009
T003443,A0109,C0109,2026-01-09T08:00:00+00:00,outbound,704.35,USD,CP0147,US,p2p,settled,D0007
T002535,A0079,C0079,2026-01-09T09:00:00+00:00,inbound,3440.62,USD,CP0023,PA,wire,chargeback,D0044
T003017,A0095,C0095,2026-01-09T11:00:00+00:00,inbound,1661.42,USD,CP0026,GB,card,settled,D0053
T001716,A0052,C0052,2026-01-09T12:00:00+00:00,inbound,2321.78,USD,CP0149,CA,card,settled,D0027
T002540,A0079,C0079,2026-01-09T13:00:00+00:00,outbound,1058.8,USD,CP0008,BR,wire,settled,D0008
T001708,A0051,C0051,2026-01-09T14:00:00+00:00,inbound,1361.14,USD,CP0121,US,ach,settled,D0007
T002069,A0063,C0063,2026-01-09T14:00:00+00:00,outbound,976.24,USD,CP0149,US,p2p,chargeback,D0010
T001884,A0057,C0057,2026-01-09T16:00:00+00:00,inbound,1515.27,USD,CP0040,US,p2p,settled,D0031
T000056,A0001,C0001,2026-01-09T17:00:00+00:00,outbound,3671.11,USD,CP0009,BR,wire,settled,D0040
T001427,A0042,C0042,2026-01-09T17:00:00+00:00,outbound,1086.45,USD,CP0009,CA,ach,settled,D0038
T000252,A0007,C0007,2026-01-09T23:00:00+00:00,outbound,1651.76,USD,CP0082,US,card,settled,D0013
T002883,A0092,C0092,2026-01-09T23:00:00+00:00,inbound,2623.33,USD,CP0120,GB,ach,settled,D0009
T003664,A0115,C0115,2026-01-09T23:00:00+00:00,outbound,2043.51,USD,CP0111,BR,p2p,settled,D0017
T001722,A0052,C0052,2026-01-10T00:00:00+00:00,outbound,986.86,USD,CP0016,GB,ach,settled,D0054
T001201,A0036,C0036,2026-01-10T01:00:00+00:00,inbound,641.62,GBP,CP0068,BR,ach,settled,D0003
T001995,A0062,C0062,2026-01-10T05:00:00+00:00,inbound,894.69,USD,CP0129,US,card,reversed,D0031
T003067,A0097,C0097,2026-01-10T07:00:00+00:00,inbound,2016.32,USD,CP0122,BR,p2p,failed,D0001
T000635,A0019,C0019,2026-01-10T07:00:00+00:00,inbound,542.4,USD,CP0066,CA,card,settled,D0040
T000122,A0003,C0003,2026-01-10T08:00:00+00:00,outbound,575.37,USD,CP0090,CA,card,settled,D0021
T002450,A0076,C0076,2026-01-10T08:00:00+00:00,outbound,1418.09,USD,CP0094,BR,p2p,settled,D0021
T001227,A0037,C0037,2026-01-10T11:00:00+00:00,inbound,785.46,USD,CP0079,US,p2p,settled,D0012
T000289,A0008,C0008,2026-01-10T12:00:00+00:00,outbound,610.11,USD,CP0023,MX,payout,settled,D0024
T002033,A0063,C0063,2026-01-10T15:00:00+00:00,outbound,1346.71,USD,CP0142,US,card,settled,D0001
T000249,A0006,C0006,2026-01-10T16:00:00+00:00,outbound,754.64,USD,CP0129,CA,ach,settled,D0018
T003167,A0101,C0101,2026-01-10T16:00:00+00:00,inbound,1181.93,USD,CP0036,US,ach,settled,D0054
T001840,A0056,C0056,2026-01-10T17:00:00+00:00,inbound,2424.13,USD,CP0008,CA,p2p,settled,D0022
T002216,A0069,C0069,2026-01-10T19:00:00+00:00,outbound,603.05,USD,CP0018,MX,ach,settled,D0022
T000913,A0027,C0027,2026-01-10T22:00:00+00:00,outbound,2716.31,USD,CP0100,CA,ach,settled,D0017
T000807,A0024,C0024,2026-01-10T23:00:00+00:00,outbound,741.78,USD,CP0027,BR,wire,settled,D0001
T001126,A0034,C0034,2026-01-11T00:00:00+00:00,inbound,810.39,USD,CP0079,US,wire,settled,D0026
T001770,A0053,C0053,2026-01-11T00:00:00+00:00,outbound,125.1,USD,CP0136,GB,card,settled,D0036
T002660,A0085,C0085,2026-01-11T01:00:00+00:00,outbound,522.13,USD,CP0021,GB,p2p,refund,D0003
T002874,A0091,C0091,2026-01-11T01:00:00+00:00,inbound,1805.62,USD,CP0029,US,ach,settled,D0026
T003036,A0096,C0096,2026-01-11T02:00:00+00:00,inbound,1386.76,USD,CP0144,CA,card,settled,D0052
T000764,A0022,C0022,2026-01-11T04:00:00+00:00,inbound,1882.61,USD,CP0089,PA,card,settled,D0046
T001134,A0034,C0034,2026-01-11T08:00:00+00:00,inbound,677.19,USD,CP0012,US,p2p,settled,D0011
T000111,A0003,C0003,2026-01-11T10:00:00+00:00,inbound,1448.12,USD,CP0052,US,card,settled,D0019
T000904,A0027,C0027,2026-01-11T10:00:00+00:00,inbound,1410.62,USD,CP0133,US,p2p,settled,D0024
T001963,A0060,C0060,2026-01-11T11:00:00+00:00,outbound,1195.83,USD,CP0140,CA,card,settled,D0041
T002270,A0071,C0071,2026-01-11T14:00:00+00:00,inbound,329.78,USD,CP0062,US,card,settled,D0009
T000852,A0026,C0026,2026-01-11T15:00:00+00:00,outbound,893.43,USD,CP0140,US,card,settled,D0010
T002075,A0064,C0064,2026-01-11T15:00:00+00:00,inbound,545.59,USD,CP0065,CA,ach,settled,D0043
T000646,A0019,C0019,2026-01-11T16:00:00+00:00,outbound,1343.48,USD,CP0038,US,p2p,settled,D0041
T003767,A0119,C0119,2026-01-11T18:00:00+00:00,inbound,1875.92,GBP,CP0108,US,ach,settled,D0043
T000421,A0012,C0012,2026-01-11T21:00:00+00:00,inbound,1365.42,USD,CP0029,US,p2p,settled,D0019
T000059,A0001,C0001,2026-01-11T21:00:00+00:00,outbound,3747.99,USD,CP0078,US,p2p,settled,D0013
T001682,A0051,C0051,2026-01-11T22:00:00+00:00,outbound,1364.14,USD,CP0122,US,card,settled,D0030
T002291,A0072,C0072,2026-01-11T22:00:00+00:00,inbound,102.46,USD,CP0087,US,wire,settled,D0001
T000740,A0022,C0022,2026-01-11T23:00:00+00:00,inbound,1930.28,USD,CP0138,MX,card,refund,D0043
T000495,A0014,C0014,2026-01-12T00:00:00+00:00,outbound,1861.48,CAD,CP0037,US,ach,settled,D0035
T001123,A0034,C0034,2026-01-12T00:00:00+00:00,inbound,919.09,USD,CP0145,CA,card,settled,D0022
T003275,A0105,C0105,2026-01-12T01:00:00+00:00,outbound,1358.75,USD,CP0131,US,card,settled,D0008
T003328,A0106,C0106,2026-01-12T02:00:00+00:00,inbound,252.65,USD,CP0089,CA,wire,settled,D0010
T002771,A0089,C0089,2026-01-12T02:00:00+00:00,inbound,2072.55,USD,CP0106,US,card,settled,D0025
T003765,A0118,C0118,2026-01-12T03:00:00+00:00,inbound,1371.22,USD,CP0140,CA,payout,settled,D0029
T001477,A0044,C0044,2026-01-12T04:00:00+00:00,outbound,2524.9,USD,CP0013,PA,p2p,settled,D0053
T002821,A0090,C0090,2026-01-12T04:00:00+00:00,outbound,1065.62,USD,CP0062,US,payout,settled,D0036
T001096,A0033,C0033,2026-01-12T08:00:00+00:00,inbound,339.48,CAD,CP0034,US,ach,settled,D0041
T003290,A0105,C0105,2026-01-12T09:00:00+00:00,inbound,790.98,GBP,CP0099,BR,ach,settled,D0033
T002536,A0079,C0079,2026-01-12T09:00:00+00:00,inbound,1173.45,GBP,CP0011,GB,payout,settled,D0018
T000094,A0002,C0002,2026-01-12T10:00:00+00:00,inbound,839.2,CAD,CP0013,PA,card,reversed,D0010
T001542,A0046,C0046,2026-01-12T11:00:00+00:00,outbound,1264.98,USD,CP0075,US,ach,settled,D0046
T001044,A0031,C0031,2026-01-12T11:00:00+00:00,inbound,454.29,USD,CP0092,US,card,settled,D0005
T000630,A0019,C0019,2026-01-12T15:00:00+00:00,outbound,752.59,USD,CP0129,US,wire,settled,D0043
T000813,A0024,C0024,2026-01-12T19:00:00+00:00,outbound,808.12,CAD,CP0057,PA,card,settled,D0042
T002521,A0078,C0078,2026-01-12T23:00:00+00:00,inbound,2496.15,USD,CP0032,US,payout,settled,D0018
T000426,A0012,C0012,2026-01-13T00:00:00+00:00,outbound,1826.99,USD,CP0086,US,p2p,settled,D0034
T001593,A0048,C0048,2026-01-13T02:00:00+00:00,inbound,1943.8,USD,CP0077,CA,card,settled,D0008
T002727,A0087,C0087,2026-01-13T02:00:00+00:00,outbound,976.52,USD,CP0027,CA,wire,settled,D0038
T002231,A0069,C0069,2026-01-13T02:00:00+00:00,outbound,729.65,GBP,CP0061,CA,card,settled,D0040
T002022,A0063,C0063,2026-01-13T05:00:00+00:00,inbound,1316.5,USD,CP-HIGH-RISK-HUB,US,card,settled,D0019
T003453,A0110,C0110,2026-01-13T05:00:00+00:00,inbound,448.44,GBP,CP0092,US,payout,settled,D0043
T000424,A0012,C0012,2026-01-13T05:00:00+00:00,outbound,852.98,GBP,CP-HIGH-RISK-HUB,US,card,pending,D0013
T003496,A0110,C0110,2026-01-13T08:00:00+00:00,outbound,2351.2,USD,CP0083,GB,wire,settled,D0008
T003808,A0120,C0120,2026-01-13T08:00:00+00:00,outbound,354.2,USD,CP0013,CA,wire,settled,D0037
T002499,A0078,C0078,2026-01-13T10:00:00+00:00,inbound,1207.35,USD,CP0139,US,ach,settled,D0001
T003356,A0107,C0107,2026-01-13T14:00:00+00:00,inbound,1669.37,USD,CP0007,US,wire,settled,D0054
T000176,A0005,C0005,2026-01-13T17:00:00+00:00,outbound,6290.89,USD,CP0101,PA,ach,failed,D0013
T003655,A0115,C0115,2026-01-13T17:00:00+00:00,outbound,1229.75,USD,CP0050,US,ach,refund,D0022
T003377,A0108,C0108,2026-01-13T18:00:00+00:00,outbound,180.53,USD,CP0075,US,card,pending,D0037
T001836,A0056,C0056,2026-01-13T19:00:00+00:00,inbound,869.59,USD,CP0082,PA,card,pending,D0040
T003339,A0107,C0107,2026-01-13T20:00:00+00:00,outbound,1648.7,USD,CP0142,US,payout,settled,D0052
T002807,A0090,C0090,2026-01-13T23:00:00+00:00,outbound,1189.91,USD,CP0007,MX,card,settled,D0024
T002646,A0084,C0084,2026-01-14T00:00:00+00:00,inbound,2534.85,USD,CP0058,US,card,settled,D0023
T003230,A0103,C0103,2026-01-14T01:00:00+00:00,outbound,1566.85,USD,CP0117,US,card,settled,D0035
T002691,A0086,C0086,2026-01-14T02:00:00+00:00,outbound,1448.79,USD,CP0089,BR,ach,settled,D0050
T001110,A0034,C0034,2026-01-14T02:00:00+00:00,outbound,1155.48,USD,CP0047,GB,card,settled,D0032
T001192,A0036,C0036,2026-01-14T03:00:00+00:00,outbound,623.85,USD,CP0125,BR,payout,settled,D0048
T001925,A0059,C0059,2026-01-14T04:00:00+00:00,outbound,1287.02,USD,CP0028,CA,ach,settled,D0026
T000726,A0021,C0021,2026-01-14T05:00:00+00:00,outbound,560.54,USD,CP0017,CA,ach,settled,D0002
T003376,A0108,C0108,2026-01-14T06:00:00+00:00,inbound,1118.81,GBP,CP0104,MX,ach,chargeback,D0002
T002999,A0095,C0095,2026-01-14T11:00:00+00:00,inbound,2929.23,CAD,CP0103,US,wire,settled,D0009
T001055,A0032,C0032,2026-01-14T12:00:00+00:00,inbound,331.18,USD,CP0106,US,ach,settled,D0013
T000528,A0015,C0015,2026-01-14T12:00:00+00:00,outbound,1216.58,USD,CP0005,BR,ach,settled,D0012
T001582,A0047,C0047,2026-01-14T13:00:00+00:00,inbound,1015.86,USD,CP0124,US,p2p,settled,D0041
T003756,A0118,C0118,2026-01-14T14:00:00+00:00,outbound,1581.82,USD,CP0023,BR,ach,settled,D0011
T002976,A0094,C0094,2026-01-14T15:00:00+00:00,inbound,1225.9,GBP,CP0147,US,card,settled,D0016
T001463,A0044,C0044,2026-01-14T15:00:00+00:00,inbound,582.97,USD,CP0114,US,card,failed,D0011
T001236,A0037,C0037,2026-01-14T17:00:00+00:00,inbound,1283.83,USD,CP0084,GB,card,settled,D0015
T001532,A0045,C0045,2026-01-14T17:00:00+00:00,inbound,1148.76,CAD,CP0027,US,p2p,settled,D0035
T001497,A0045,C0045,2026-01-14T19:00:00+00:00,inbound,4699.24,USD,CP0050,GB,card,settled,D0017
T003480,A0110,C0110,2026-01-14T20:00:00+00:00,inbound,1830.19,USD,CP0121,BR,wire,settled,D0023
T003212,A0102,C0102,2026-01-14T22:00:00+00:00,inbound,908.48,GBP,CP0029,MX,ach,pending,D0018
T001948,A0059,C0059,2026-01-14T23:00:00+00:00,outbound,779.9,USD,CP0065,MX,ach,settled,D0032
T001822,A0055,C0055,2026-01-14T23:00:00+00:00,outbound,2064.81,USD,CP0040,BR,ach,settled,D0008
T001584,A0047,C0047,2026-01-15T00:00:00+00:00,inbound,347.81,USD,CP0149,PA,wire,settled,D0029
T002693,A0086,C0086,2026-01-15T00:00:00+00:00,outbound,542.45,USD,CP0133,US,p2p,chargeback,D0042
T002618,A0083,C0083,2026-01-15T09:00:00+00:00,inbound,533.91,USD,CP0114,US,card,chargeback,D0001
T001457,A0044,C0044,2026-01-15T10:00:00+00:00,inbound,439.3,USD,CP0064,US,p2p,refund,D0019
T002885,A0092,C0092,2026-01-15T11:00:00+00:00,outbound,286.75,USD,CP0102,PA,ach,failed,D0054
T003666,A0116,C0116,2026-01-15T13:00:00+00:00,inbound,1463.01,USD,CP0034,US,card,settled,D0016
T000791,A0023,C0023,2026-01-15T13:00:00+00:00,inbound,885.79,USD,CP0016,BR,card,settled,D0054
T002421,A0075,C0075,2026-01-15T16:00:00+00:00,inbound,1668.13,USD,CP0124,MX,wire,settled,D0028
T000361,A0011,C0011,2026-01-15T17:00:00+00:00,outbound,1352.65,USD,CP0030,CA,card,settled,D0012
T002815,A0090,C0090,2026-01-15T17:00:00+00:00,inbound,881.13,USD,CP0019,MX,ach,settled,D0044
T001245,A0037,C0037,2026-01-15T17:00:00+00:00,outbound,1197.97,USD,CP0137,PA,payout,settled,D0048
T000104,A0003,C0003,2026-01-15T18:00:00+00:00,inbound,823.88,USD,CP0052,MX,payout,settled,D0053
T003581,A0113,C0113,2026-01-15T20:00:00+00:00,inbound,2045.28,USD,CP0083,GB,p2p,settled,D0037
T000098,A0002,C0002,2026-01-15T22:00:00+00:00,outbound,200.9,CAD,CP0015,US,p2p,settled,D0012
T003333,A0107,C0107,2026-01-15T23:00:00+00:00,outbound,1469.55,USD,CP0017,PA,ach,settled,D0030
T000447,A0013,C0013,2026-01-15T23:00:00+00:00,outbound,1661.1,USD,CP0148,US,wire,settled,D0028
T002914,A0092,C0092,2026-01-16T00:00:00+00:00,inbound,1806.08,USD,CP0111,US,ach,settled,D0015
T003197,A0102,C0102,2026-01-16T03:00:00+00:00,inbound,2000.59,USD,CP0131,CA,payout,settled,D0017
T002738,A0088,C0088,2026-01-16T04:00:00+00:00,inbound,1689.17,USD,CP0135,US,p2p,refund,D0043
T001452,A0043,C0043,2026-01-16T04:00:00+00:00,inbound,1143.04,USD,CP0055,PA,wire,settled,D0032
T003113,A0099,C0099,2026-01-16T05:00:00+00:00,outbound,439.64,USD,CP0038,US,ach,settled,D0015
T002723,A0087,C0087,2026-01-16T06:00:00+00:00,outbound,340.69,USD,CP0040,US,payout,settled,D0036
T000469,A0013,C0013,2026-01-16T06:00:00+00:00,outbound,671.11,USD,CP0123,US,payout,failed,D0024
T002703,A0086,C0086,2026-01-16T08:00:00+00:00,inbound,332.71,USD,CP0015,US,payout,settled,D0048
T003775,A0119,C0119,2026-01-16T08:00:00+00:00,outbound,640.47,USD,CP0107,PA,p2p,settled,D0009
T003532,A0111,C0111,2026-01-16T10:00:00+00:00,outbound,561.99,USD,CP0111,US,ach,settled,D0040
T003594,A0113,C0113,2026-01-16T10:00:00+00:00,inbound,272.75,USD,CP0131,CA,ach,settled,D0016
T002809,A0090,C0090,2026-01-16T12:00:00+00:00,outbound,450.81,GBP,CP0012,BR,ach,settled,D0054
T003061,A0097,C0097,2026-01-16T14:00:00+00:00,outbound,556.03,USD,CP0057,GB,ach,settled,D0033
T001340,A0040,C0040,2026-01-16T14:00:00+00:00,outbound,713.53,USD,CP0102,PA,ach,refund,D0012
T001741,A0053,C0053,2026-01-16T19:00:00+00:00,inbound,856.58,CAD,CP0127,CA,card,refund,D0033
T003781,A0119,C0119,2026-01-16T19:00:00+00:00,inbound,450.3,USD,CP0137,US,p2p,settled,D0017
T002031,A0063,C0063,2026-01-16T21:00:00+00:00,inbound,1096.73,USD,CP0048,PA,card,settled,D0050
T000333,A0010,C0010,2026-01-16T21:00:00+00:00,inbound,614.88,USD,CP0063,CA,ach,settled,D0054
T003358,A0107,C0107,2026-01-16T22:00:00+00:00,outbound,430.79,USD,CP0077,GB,p2p,settled,D0020
T002173,A0067,C0067,2026-01-16T23:00:00+00:00,inbound,3311.09,USD,CP0128,US,wire,settled,D0026
T001774,A0054,C0054,2026-01-17T01:00:00+00:00,outbound,2265.77,USD,CP0016,US,card,settled,D0028
T002200,A0068,C0068,2026-01-17T02:00:00+00:00,outbound,646.39,GBP,CP0004,BR,ach,settled,D0024
T000304,A0009,C0009,2026-01-17T03:00:00+00:00,outbound,1890.08,USD,CP0066,US,card,settled,D0001
T000848,A0025,C0025,2026-01-17T03:00:00+00:00,inbound,1086.65,USD,CP0027,US,p2p,settled,D0043
T000944,A0028,C0028,2026-01-17T03:00:00+00:00,inbound,2803.59,CAD,CP0071,US,card,settled,D0047
